age,fnlwgt,educational-num,capital-gain,capital-loss,hours-per-week,income,workclass_target_encoded,education_target_encoded,marital-status_target_encoded,occupation_target_encoded,relationship_target_encoded,race_target_encoded,gender_target_encoded,native-country_target_encoded
24,240983,9,20,1,40,0,0.39217943564605234,0.16669939105176976,0.10256169913898687,0.062064575428033425,0.45376357272844536,0.2625911886231125,0.3125249256473036,0.254129828924546
54,29750,9,40,2,40,0,0.21924740465657286,0.16629605405785416,0.4546901185612814,0.10903236753952103,0.4552158625238938,0.2629619627373857,0.3126838149479483,0.25367994195886184
63,347073,10,9,1,34,0,0.21867455739502642,0.19759251280386203,0.10806097153591988,0.042965053725003755,0.06586085285635067,0.2627608690211726,0.3126838149479483,0.25375986366641834
45,247336,7,10,0,61,1,0.28100466346026803,0.06091043529884933,0.45347751953389076,0.2971392624294097,0.45582685986192883,0.262610861226052,0.3126838149479483,0.25333642084381836
18,158662,9,13,0,40,0,0.21961274607434536,0.16540371153718963,0.04995324167306918,0.26980236853413647,0.01733552780505602,0.2624851739388735,0.3122051730258764,0.2539091994484036
39,534195,9,16,1,59,1,0.21905878076009447,0.16596836310417726,0.45280697403760606,0.29340124404794304,0.4571442276175304,0.26314977824131863,0.3126838149479483,0.2538952584067661
41,187987,9,0,1,40,1,0.29361409040037634,0.1632390278069162,0.45368099869032297,0.22508211320400037,0.45559384475460685,0.263300755072791,0.31267087189505205,0.254255591077165
19,87978,9,0,0,17,0,0.21913510215020124,0.16355868831561216,0.049177115987460815,0.12957954910259026,0.019805257075879625,0.2635299861178567,0.31257102654073715,0.2534140639682717
67,189375,13,13,0,40,0,0.21926697397466607,0.4263832204425554,0.049982801409250766,0.11671685579906832,0.018713214948502047,0.126119464665108,0.3126838149479483,0.2539974830541811
41,441824,9,0,0,17,0,0.21888088768376188,0.16533633000219775,0.4535551716864553,0.20859290413035356,0.45545215413115064,0.26307014923624594,0.3124018708648519,0.0458384672338751
17,303057,14,14,0,40,0,0.2620255758129627,0.5569587432559264,0.049177115987460815,0.44961903104193485,0.10480088332485415,0.26301785723592486,0.11445788585375508,0.254383254083509
25,371873,10,23,0,40,0,0.2807494713628998,0.19819220948278002,0.04968870365914907,0.267866911324544,0.106144793027997,0.2637744344296903,0.3125190600486663,0.25366105285314955
21,98985,9,19,0,40,0,0.21894600832887356,0.1652791195958474,0.45404909209157335,0.28811475438340983,0.4546657791102566,0.2633449149941999,0.31234890892822287,0.2538540616304657
59,195245,7,0,0,40,0,0.2810094229270604,0.05880029691179251,0.09002233766384213,0.22423250416370025,0.06342452204495336,0.26276675320106235,0.11422708618331054,0.2531855910663729
34,194147,9,8,0,40,0,0.21960313248233015,0.16570792241549648,0.4553157775728708,0.21251753857636632,0.45423000876900355,0.2627780038591369,0.3126838149479483,0.25385338608226465
49,301040,9,19,2,40,1,0.21892315008687344,0.1968137138913052,0.4533249999638269,0.21350515855422686,0.45423562850159205,0.2626539978501447,0.3126838149479483,0.253719933190129
60,86915,10,7,1795,40,0,0.21945999162912996,0.19770253748455294,0.45550983462803807,0.22584302082004096,0.4565697835821547,0.26276223866408344,0.3126838149479483,0.25343332201661345
28,309197,9,0,0,40,0,0.21948425499063004,0.1655921822765157,0.4551140093621356,0.22654004826120913,0.4556793905497158,0.26310191217776085,0.3126838149479483,0.2533432635108505
61,315788,10,4,0,40,0,0.2185965807075286,0.19614513699977693,0.45373153864355376,0.2271516687804572,0.4558098418696377,0.26265381698541695,0.312264944103576,0.25374948947088927
28,81347,13,0,0,40,0,0.21941822874790548,0.42371971995437485,0.049177115987460815,0.26947310485666653,0.026168095380898697,0.2630403810712633,0.3126838149479483,0.2530464769642933
22,55559,10,11,1,58,0,0.21896598955371968,0.1989765952504683,0.4548888279418639,0.22558462301663937,0.45570519045805963,0.26297730432739475,0.3126838149479483,0.25338944545255493
28,382697,9,0,0,40,0,0.39373563549662804,0.16506222460206493,0.4548158813244081,0.2277716146630833,0.45697435765513733,0.2631288003332481,0.3126838149479483,0.2533957485372108
39,213259,9,0,0,40,0,0.21932507064431836,0.1645716353318356,0.4537639795188501,0.2899136903821971,0.45556567323466546,0.2632260249151866,0.31263509004739665,0.2537107396606481
29,133314,14,14,1851,12,0,0.21896898600295345,0.4239346311852214,0.45425852830645846,0.2684138643726618,0.10617103600522809,0.26236221721741865,0.3124342757781835,0.2534540454201124
47,376868,9,0,0,50,1,0.21940929970683312,0.16484382127474778,0.45393609192935236,0.47051075919716173,0.4558747176828052,0.26299440974275884,0.3126838149479483,0.2537931243722131
42,33719,15,3,0,50,1,0.2930731259142906,0.7401264707139645,0.4533272129732977,0.4526214868966432,0.45637273992393607,0.26358352099498306,0.3126838149479483,0.25360637202370057
38,300673,9,55,0,19,0,0.21892202647039927,0.16613805571997362,0.049177115987460815,0.03787473498926915,0.01703409701002051,0.2637122418867519,0.3123815298228815,0.253304931850583
41,194076,14,12,0,40,0,0.21923885770166518,0.26155223752764295,0.10633351615768075,0.4514777513344181,0.10569270245258258,0.2635770220481841,0.312211714292903,0.25315158698457063
37,120963,9,0,0,55,0,0.21955357743564774,0.16624654845684914,0.10534897920981982,0.4664520581575865,0.10745389949348066,0.26249968684127123,0.11422708618331054,0.2530920389787695
30,97198,9,0,2,50,1,0.28115263807168456,0.16518533035495322,0.45347460597734546,0.47056041617403643,0.4560144872642785,0.2635015445905498,0.3126838149479483,0.2539187952295042
46,213126,3,0,0,38,0,0.21863337334098562,0.057494650185816024,0.08456384274087222,0.03973769374731073,0.06938313207688736,0.2627405255891335,0.11422708618331054,0.25320678430112864
40,161673,9,99999,0,18,0,0.21884171828703566,0.1666582957650269,0.4552005616056396,0.13050681403028075,0.49011588275391954,0.2632659633428391,0.11447396010992487,0.25444318817889594
21,31125,10,6,1,13,0,0.21910957619352103,0.19917968303451608,0.05174927814813885,0.11028310820984898,0.015082956259426848,0.2627300045744365,0.3125770893994347,0.25405102048952766
65,517520,13,99999,0,84,1,0.39281171747178784,0.4273200663229563,0.454388059711759,0.2690623197216876,0.10819384945005713,0.26331139070111653,0.11422708618331054,0.25366244813922023
21,79831,9,9,0,40,0,0.21914541319045974,0.16600998765909802,0.04923436609266523,0.06722766276251751,0.01663028820537097,0.26363026359605635,0.3119055205441703,0.2538149371309218
48,74775,7,17,1,14,1,0.21898338363250222,0.05858407777517741,0.4549564289212327,0.2711167931763088,0.48867560645914204,0.2631103641366156,0.11422708618331054,0.25356560624208047
34,371145,9,8,0,40,0,0.21914258321195643,0.1658037235156622,0.454434176351866,0.13734310254046658,0.45741317090884737,0.12525458248472504,0.3126838149479483,0.2530965032985889
49,124096,16,0,0,50,1,0.2195249133039569,0.7164719368248608,0.10472686123776105,0.4526737254180171,0.10492505105904383,0.26334049954783817,0.3126838149479483,0.2530563372629817
36,112719,14,12,0,40,1,0.3908808767690356,0.54336601531135,0.08262200987416775,0.45732017255786883,0.10643157849021512,0.2798672292694186,0.11422708618331054,0.4140536135408778
32,299809,9,21,0,34,0,0.2195211898312772,0.1642584155489835,0.453885602258054,0.26880485412897803,0.45706036925186555,0.2627773682814974,0.3126838149479483,0.25349481268881024
25,201041,10,0,1,46,0,0.28027980056811835,0.1993314298155901,0.05031642467068834,0.47056041617403643,0.10726391922440712,0.2633489857029283,0.3126838149479483,0.2541417877128866
49,195529,10,15,0,40,0,0.2187027281602654,0.19910031795048505,0.05116222783452053,0.45441787770627773,0.10581595414550476,0.2636210110773178,0.11447960457075797,0.2538670393094094
39,114574,14,3,0,58,0,0.21897424241191385,0.5546148280175719,0.45408955051733885,0.45312618794103154,0.4544764126630682,0.2633501533147742,0.3126838149479483,0.25333229256091344
56,105607,12,0,0,13,0,0.2813321764135662,0.26143029419480496,0.4533469190330838,0.22467536250714532,0.45307409370686674,0.26346598208278643,0.3126838149479483,0.25398605727172696
29,159234,9,0,1,35,0,0.21861106647625533,0.1653714524181269,0.050475792981149806,0.033436910513900214,0.10562626542187757,0.2629316040408726,0.11437657943747429,0.2537349414998972
31,127850,11,5,0,40,0,0.2191925365376533,0.25810892342184866,0.10455748149642871,0.13481273220224269,0.06726924066551283,0.2636349990112623,0.11422708618331054,0.25314971346050386
41,194558,9,91295,0,45,0,0.280162970961295,0.16469747407637517,0.4539837404636881,0.22635635005014998,0.4570280442414269,0.12702000996152077,0.31184255138492156,0.25390727725210804
31,181162,10,39,0,16,0,0.28041639802168067,0.19764027882420832,0.049177115987460815,0.2701979298909574,0.018163743706276308,0.26314240750310836,0.31236696369900085,0.25401657674456457
68,299194,15,14263,2,50,1,0.2813332271045975,0.7473279782227956,0.4538961852637409,0.10286691568440913,0.4552521934262535,0.26320461457761074,0.3126838149479483,0.253473422326099
31,23973,11,3937,1,59,1,0.2802358883007815,0.26178636211390227,0.049177115987460815,0.4529121776202327,0.10617791561266436,0.26294629881297393,0.3126838149479483,0.25411167030554166
53,141674,13,0,1,22,0,0.28051048367637405,0.42396939610952883,0.05086429927478418,0.2257231671783614,0.45525730873338993,0.2626017542896588,0.3123355826602112,0.2539616074026463
33,315355,12,0,0,55,0,0.21935414594244626,0.2546751166451933,0.4530054855959952,0.2110794915370097,0.45505034497526264,0.263453244709847,0.3124841341051026,0.2535110358460876
20,288377,7,0,1,11,0,0.21925236630336728,0.06729139880956507,0.04994591057725897,0.22407771639345472,0.017442037383740974,0.263568097213412,0.3126838149479483,0.25393183879743075
35,45633,10,9,1,55,0,0.21901297942258777,0.19645330547050766,0.10375954038757547,0.13169401421323784,0.06629764662087066,0.26268975368433617,0.11422708618331054,0.2531663102872627
23,93563,9,10,1,34,0,0.21908824914930708,0.165103698830703,0.10956669456780367,0.12680384532402234,0.06350105253920647,0.26240142809668165,0.11422708618331054,0.2535549042747209
20,73305,7,22,0,30,0,0.21945517751314533,0.05864841990615402,0.049558477067340574,0.03866010777026029,0.02515304919279141,0.26433948669960655,0.11505691203348484,0.2545670944584987
56,104661,10,0,0,53,0,0.218713444440275,0.19681924563932926,0.049177115987460815,0.2699593739054378,0.10782085811417913,0.26315886472258826,0.31255618112189903,0.35676211876940617
22,168474,9,19,1,37,0,0.21870080580120668,0.1670063442180249,0.049177115987460815,0.03968025660399355,0.10830158113861355,0.2637326997932691,0.3121779158023468,0.2541608847225362
44,297038,9,2,0,46,1,0.21907179542971011,0.059182156868021356,0.4548241234058057,0.29465112506860675,0.45642278201628544,0.28011866819734166,0.3124719952734132,0.04990674756257045
58,231938,9,0,1,40,0,0.2188090923175949,0.16524805995711864,0.4540222973370771,0.2721318095978434,0.4561930946934892,0.2633118720690797,0.3126838149479483,0.2545768070033146
27,205251,10,0,1,40,0,0.21914738474932996,0.1987362666720394,0.4533924724994914,0.22600794591306766,0.4541326570625924,0.12648883325546767,0.3126838149479483,0.2539561885301477
32,42194,10,30,0,53,0,0.21887739043164506,0.19769863162773874,0.10384370377518605,0.2257184493942827,0.1050360569877452,0.26270230830628555,0.3126838149479483,0.2539565153692828
29,165072,13,0,0,50,1,0.21941810745255882,0.4225514094784259,0.050258269552202216,0.45467797620824885,0.015082956259426848,0.26318231811805465,0.11422708618331054,0.2534323237706046
26,195369,9,15,0,50,1,0.219352498232253,0.16476719334212073,0.4525223988506753,0.2676422113244971,0.45797673699731917,0.26329548208828096,0.31232225417198906,0.2533986808606266
38,44409,9,0,1,40,0,0.21866968471922554,0.16506510263988175,0.05109760277820469,0.28895520433070754,0.06451179341923251,0.12525458248472504,0.31174427019126244,0.25376703093906083
36,210051,13,0,0,40,0,0.2191909518749213,0.4262834854278573,0.10327816624373112,0.20977051683908332,0.10395351461201081,0.2630631993877128,0.11465557441187187,0.253552067349305
58,101516,9,9,0,14,0,0.21910835166534076,0.16360575465205188,0.049177115987460815,0.12670582932696206,0.10458966147203003,0.263614880879344,0.11524604259466532,0.254025387193514
61,239465,10,19,1,36,0,0.21917165000425023,0.19682132224449173,0.08560587723309439,0.469524594779087,0.10835608662059787,0.2631703351113815,0.3124116096113366,0.2533510861989493
32,52515,9,7475,1,40,0,0.2192360302024922,0.16466477055617398,0.4536914045948081,0.10989102132539576,0.4571135819669315,0.26268490453678817,0.31203865874197495,0.2529905298658544
17,98134,9,46,0,15,0,0.21911336705158022,0.19712563096843688,0.04928223670526433,0.1345922508942039,0.018290845026004792,0.26272306458239714,0.1147750439178475,0.25321716919896425
70,344094,5,21,0,11,0,0.2189249767538688,0.16408538913001366,0.049177115987460815,0.2677007330498101,0.015082956259426848,0.12695398120249796,0.31266676134931304,0.2541043998099282
52,282362,4,0,0,40,0,0.2196539288972991,0.05838073426805736,0.10695616093873668,0.22652794530136552,0.06569506045783544,0.26326352436698836,0.11454643928675502,0.2536544612637797
60,87716,10,0,1,30,0,0.2194968201970197,0.19753257724217577,0.10538420559753812,0.2711406937650665,0.1064818161848673,0.2633156405119997,0.11494446501045467,0.25340863802294444
34,180595,14,0,0,40,0,0.21915661759076438,0.5537734683831875,0.0495060201418854,0.13319935512966777,0.015082956259426848,0.2637725382722096,0.11486863140512493,0.25397202608254515
49,117287,10,8,1,40,0,0.2192803541107713,0.19568035002829173,0.452396360216916,0.22680121286278082,0.4571433008861274,0.26269041016547306,0.3125396985706236,0.2536076978378423
55,179564,10,0,0,40,1,0.21957249262229353,0.03951691605644586,0.45359502323460654,0.27238997869361314,0.4563573743948921,0.26294410979007415,0.3126838149479483,0.2530636592847724
22,163365,13,0,1921,40,1,0.2192087150635456,0.4253489708127327,0.45558308456152397,0.22796397166851606,0.4549989026411634,0.26315175274632874,0.3126838149479483,0.253769280827574
69,260203,13,0,0,21,0,0.2800376370392051,0.42667122870660834,0.0796745990260116,0.11158027504414458,0.015625142031150768,0.12739351973358964,0.31239019547388586,0.2887967581360872
42,102242,11,11,0,40,0,0.21864190547293982,0.2588020919375907,0.049177115987460815,0.45164323523762034,0.10487713914081484,0.2633991854054083,0.3126838149479483,0.25301809435430545
41,84959,10,0,1,40,0,0.2185046884442421,0.1968228759606066,0.45342736755620217,0.2238366990980959,0.45835823805668086,0.2632336516767884,0.31229394216030815,0.2540176062133895
51,136770,11,7920,1,40,1,0.2188646216633487,0.25746215835856046,0.10454199809609854,0.45271049116913314,0.06859304588219828,0.26297327179228686,0.11422862501298515,0.2530669313986653
37,245897,15,0,1,40,0,0.21896516532430604,0.42443902923808574,0.10761580876721677,0.4497235168033735,0.4560218220634529,0.2632778857112998,0.11440064491783214,0.40170698789567466
46,223138,9,19,0,40,0,0.21892213943095387,0.16402447542447002,0.45316837722185027,0.07102000929459505,0.4571687786217844,0.263154001620371,0.3126838149479483,0.2535880437770153
51,71172,9,10,1,40,0,0.21924841013859958,0.16557114272964837,0.10487204826147503,0.1284242940971698,0.106777435054928,0.2631376216960949,0.11507658269130698,0.25378462263052015
40,126999,10,0,2,40,0,0.21879505163674423,0.1979476545596838,0.4551154926602554,0.4689827779599618,0.4569059284531105,0.2624137834860373,0.3126838149479483,0.25384927413201014
28,213272,14,0,0,46,0,0.21942581470628325,0.55482894082148,0.05007676585277547,0.455401457862921,0.10712810139235313,0.2629178616611772,0.11422708618331054,0.2533851746273355
27,186789,9,10,0,10,0,0.21946376341365806,0.16498146265178945,0.04985961255078404,0.466480791260304,0.016456085727760698,0.2626386738858657,0.31250579611588736,0.2536104740045239
40,116841,14,16,1,45,0,0.21855680727960686,0.5481091826472455,0.4548112364600609,0.45056516304339017,0.4565671218357031,0.280642499088856,0.31252542739606615,0.2834573989292179
30,277459,13,0,0,50,1,0.21924539339306587,0.4262188791565595,0.45419164195574974,0.47056041617403643,0.4558897398777527,0.26277259461536506,0.3126227330423928,0.2534651331725413
38,311662,11,9,1,40,0,0.218934528059534,0.25250057571909174,0.10429250443320914,0.2954271659013618,0.07030476072837452,0.26296539721910556,0.11422708618331054,0.2532256105889547
31,290329,9,7,0,36,0,0.21922222638112554,0.16544017871520422,0.10523377288637206,0.04160492035727511,0.06569645983821565,0.26279454251451434,0.3126838149479483,0.2877561628080741
40,43064,9,0,2,40,0,0.21920087896158916,0.16532836172947493,0.45328220131265706,0.12802869715423565,0.4545642496544134,0.2638598453158434,0.31258775722876136,0.254329702843738
50,206970,9,3537,0,40,0,0.21901713356777971,0.16638460990984344,0.45483653299430105,0.296085690697956,0.06961665733209776,0.263036024988051,0.11422708618331054,0.2531605836846748
34,48609,9,20,0,45,0,0.22022352366014253,0.1652886645669084,0.05052709625847978,0.03736547816429027,0.10592319539097315,0.26345000612110886,0.11540332899108051,0.2536589413190919
20,113047,12,39,0,58,0,0.21909085235357026,0.25805481497948496,0.049177115987460815,0.22586591871623332,0.019259532042382763,0.2632622273838303,0.3126838149479483,0.2533525638152273
36,98168,13,7541,0,40,1,0.2633856949323437,0.42341137822302566,0.45419885550529604,0.47056041617403643,0.45319904799103006,0.26292541448747997,0.3123216980280687,0.25359639016852475
47,59918,10,7,0,35,0,0.28053905979228116,0.19729424006128113,0.07832865260401756,0.22586837718359193,0.10723328445358034,0.2631503130295453,0.3126229485815592,0.2533319355847035
28,222495,10,20,1876,40,1,0.21926488274872816,0.19755951211438633,0.4536445632158215,0.27158988678370805,0.4541800932641861,0.26301177487480076,0.3126838149479483,0.1057075665772225
44,212051,9,27,0,40,0,0.2192416044481825,0.16478427286092376,0.4523789174107556,0.1328204949639269,0.4549523076832887,0.2632768723245914,0.3126838149479483,0.2534937143646024
41,203433,9,0,0,40,0,0.2193120205892683,0.16552658798640485,0.4540517731272362,0.21370626074408103,0.4554713399010948,0.2635386562453691,0.31240161618036355,0.25347870345681045
28,243636,13,0,0,40,0,0.2191792896708799,0.4248349177667626,0.05047835403637157,0.13428222017967836,0.015082956259426848,0.26301873784213387,0.11422708618331054,0.25382331300418354
47,39923,10,15,0,40,0,0.2190684158794967,0.19681528083841823,0.45317900994280624,0.06223453182891584,0.45557873594924786,0.2628254451194098,0.3123898894423254,0.25299314699858755
48,188019,9,8,1,45,0,0.21923849059649894,0.1661265286706987,0.45528771194347517,0.22571123712464397,0.45601224838514154,0.263518389995474,0.31247972636631066,0.2537180491343722
41,140221,14,0,1,50,0,0.2189312047400532,0.05926871029159828,0.0495440393028063,0.1304414993742522,0.10708562566747341,0.2633840218816558,0.11528754282906314,0.2537207521182164
72,164099,9,0,0,46,0,0.21886460752248396,0.42470377088228856,0.4534239659891355,0.46982636164722713,0.456955607784167,0.28104575163398693,0.11422708618331054,0.25366496760177326
59,186169,13,0,1,14,0,0.21929219340002973,0.5547090021687727,0.049177115987460815,0.2700164015442981,0.015082956259426848,0.2636132701350001,0.31232349673726745,0.25414200777712587
27,315019,4,0,0,40,0,0.2188883813438838,0.0662766691696676,0.45206052768088806,0.22329128838097098,0.45651963511136934,0.2631221439299278,0.31267069056453195,0.09813596979810117
19,257918,9,0,0,16,0,0.21868096986126828,0.16397907610927978,0.049266491071222454,0.21281706744767623,0.017722583410026624,0.263146581411259,0.3126758005160469,0.25426021403929056
65,289474,4,7,0,46,0,0.2192403661576136,0.06630662253268922,0.45341672410641914,0.47056041617403643,0.4572457808912367,0.2637764116036843,0.31228299053915687,0.25369154975807995
54,133596,13,0,0,40,0,0.21905031934078203,0.42408643859035716,0.10630898894453124,0.13170034695841235,0.06502188618089332,0.263197084069502,0.11422708618331054,0.25353603008062253
30,166946,13,16,0,36,0,0.21871343096486273,0.42692866788448053,0.10646443349200989,0.45143573886881944,0.10815083503337115,0.26270733343283265,0.11460063069336317,0.10221340733835639
35,110489,12,0,1,40,0,0.2187312614307305,0.257299417031336,0.10416805358849361,0.061778888697140426,0.10520710185914299,0.2627085666154864,0.11422708618331054,0.25395504083961207
62,19732,9,37,0,40,0,0.21915598743276163,0.16285166333204923,0.4526658144065302,0.29288416498494313,0.10640939351142462,0.263060519550077,0.3125248543841905,0.25351159320747674
24,176015,13,9,0,36,0,0.21888130246027854,0.42468254953277823,0.04974377284522861,0.13083803084922577,0.015082956259426848,0.2629656628883325,0.3115194506954353,0.25307215977010766
64,202101,10,0,0,34,0,0.21938944298814178,0.19753006838030315,0.10615495787042081,0.2697318986388305,0.1052317300922863,0.12525458248472504,0.1147453357587829,0.25382955800168294
72,281906,4,8,0,35,0,0.21873623678584553,0.056837795797164956,0.049177115987460815,0.132762143630552,0.10604893990225725,0.26280084167211754,0.11422708618331054,0.10376484931980051
32,386587,10,20,3,12,0,0.21906286029142963,0.19708958271699817,0.4540356181580997,0.21491352109646022,0.4547260359784007,0.2629811877240889,0.3126838149479483,0.25372244404430505
40,183058,10,14899,1,65,1,0.26218600768619277,0.1979601909635255,0.4556602749211939,0.27157752706754323,0.4555988835157823,0.263066538311692,0.31254852560082835,0.253488642723786
29,40462,10,24,0,57,1,0.21932043175860205,0.19813176495767174,0.45400047248505515,0.2679955738017764,0.45495526687234794,0.26351776183919445,0.3126838149479483,0.2532862374182755
43,263522,9,0,0,45,0,0.2186125788500551,0.16495333937149204,0.45464766948476387,0.06995730728137821,0.4554668303856699,0.12525458248472504,0.3125275186085935,0.2535011466977033
45,103922,10,0,1,40,1,0.21922597375186662,0.19826919973494989,0.45441672981517156,0.2253008569936955,0.45358404859218493,0.2628112018288365,0.11507590718056492,0.2525912444911973
37,100166,10,29,0,40,1,0.21874833048589656,0.1977607172927823,0.451702640756383,0.46952738262584925,0.45554373056710934,0.2631639904008328,0.31268130230884783,0.2535578375269544
24,31392,10,0,0,43,0,0.21931681766967,0.19991460299552344,0.052037294667862326,0.46787622116833966,0.10658302276895343,0.2634736297324244,0.3126838149479483,0.25378183790587094
